Game, Section, PieceID, NextID, UCTScore, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

1,1,0,5,2.297415,0.00182349,0.004725961,0.3200933,0.02347472,0.01108995,0.2011714,0.192764,-1.820495,0.1163908,

1,2,5,0,2.297415,0.00182853,0.004711514,0.3313658,0.02352287,0.01047067,0.2007375,0.1925615,-1.610517,0.1122122,

1,3,0,2,2.297415,0.001843044,0.00542052,0.3798566,0.03352495,0.004279283,0.2306639,0.1924244,-2.215485,0.09036332,

1,4,2,13,2.297415,0.002600704,0.007665829,0.4931373,0.01774087,0.007585975,0.3386468,0.1850649,0.327328,0.1759154,

1,5,13,7,2.297415,0.01491078,0.4116467,2.183719,0.001133788,0.004116786,14.55955,0.1714064,0.5760339,44.08804,

1,6,7,5,2.297415,0.03917818,0.3362564,1.539704,0.0007919899,0.002160512,16.35074,0.1205981,5.981147,47.57396,

1,7,5,13,2.327252,0.1736539,0.1886628,0.8784655,0.000325605,0.001409274,15.70999,0.1179556,16.04204,50.09021,

1,8,13,10,2.327252,0.0194768,0.3929098,2.132308,0.000689774,0.004317025,14.82562,0.1790117,3.427051,50.25891,

2,1,0,12,2.327252,27.608,0.1718344,0.9103327,0.003375237,0.002095273,11.62341,0.09408469,29.74806,52.5406,

2,2,12,12,2.297415,31.43453,0.1624514,0.860146,0.003185131,0.001978354,11.88469,0.0888115,32.31269,55.05141,

2,3,12,5,2.327252,0.03262108,0.2809122,1.567835,0.0008063551,0.002457491,13.49263,0.1147828,5.749177,42.03246,

2,4,5,2,2.35482,0.02241397,0.3421507,1.937015,0.0008014921,0.003059872,14.00712,0.1384832,3.65334,45.7769,

2,5,2,2,2.327252,43.2631,0.01740255,0.07471595,3.332999E-05,0.0001032741,14.09418,0.003338431,52.95361,64.95412,

2,6,2,5,2.35482,1.639313,0.1012385,0.3649453,0.0002271702,0.0003804165,18.67272,0.01954094,27.33767,49.30969,

2,7,5,5,2.380426,79.77438,0.008391527,0.03664178,1.42139E-05,5.986383E-05,12.69022,0.00158544,64.12943,88.72194,

3,1,13,12,2.327252,67.15043,0.001292118,0.007166457,0.001110767,0.0009299815,11.46825,0.001698814,61.15228,73.79057,

3,2,12,3,2.35482,71.02122,0.001293177,0.006698677,0.0009796949,0.0008208095,12.05105,0.001510959,65.50909,76.87663,

3,3,3,0,2.297415,0.02276664,0.2535239,1.573934,0.0008313398,0.002945448,11.67576,0.1278496,5.041129,37.60019,

3,4,0,4,2.327252,0.008068747,0.3032769,1.913209,0.001198594,0.003093868,11.8523,0.1810647,0.355055,37.17388,

3,5,4,4,2.297415,0.007139477,0.6295818,2.287045,0.000610638,0.002277396,25.15569,0.1804557,0.8066401,71.31667,

3,6,4,5,2.327252,0.00782045,0.506577,2.198505,0.0007767686,0.004283459,18.49488,0.1895623,-0.1384048,58.42341,

3,7,5,1,2.380426,0.004745633,0.1361542,1.296532,0.001977199,0.004181896,6.040317,0.1879162,-0.1366882,15.86649,

3,8,1,5,2.297415,0.004489108,0.08003925,1.113579,0.003102614,0.003899777,3.322855,0.191752,-0.5142059,6.665178,

3,9,5,10,2.404318,0.007000536,0.1952602,1.714709,0.001613626,0.006680865,7.285622,0.1907914,-0.04595947,21.49475,

