Game, Section, PieceID, NextID, UCTScore, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

3,10,10,7,2.297415,0.008066562,0.4235489,1.750423,0.0006118843,0.001269073,22.08807,97.55755,3.126501,65.00188,

3,11,7,0,2.327252,0.009116297,0.5804086,2.595525,0.0007319155,0.003229137,19.29057,0.6403069,-0.09085846,61.1847,

3,12,0,1,2.35482,0.007236923,0.6233051,2.433773,0.0006788523,0.002399136,22.46997,0.1970275,-0.2170181,67.15881,

4,1,7,9,2.35482,0.009234372,0.2760991,1.506337,0.002775334,0.003703241,10.36743,4.162804,0.7175821,31.98697,

4,2,9,3,2.297415,2.753461,0.2555302,1.395454,0.002730187,0.003477194,9.641247,3.853482,4.316958,33.27772,

4,3,3,2,2.327252,99.80008,0.001402214,0.005258689,1.882051E-06,8.600012E-06,12.51521,0.0001675303,93.9366,99.81433,

4,4,2,1,2.380426,98.81495,0.0001855212,0.002992443,1.450312E-05,1.227378E-05,1.471606,0.0002500901,88.55817,99.60212,

4,5,1,13,2.327252,87.12146,0.0001330149,0.004490212,7.423847E-05,2.878884E-05,0.5157633,0.0006499189,75.80482,97.59542,

4,6,13,13,2.327252,99.70108,9.345653E-05,0.001559649,8.993537E-06,6.829171E-06,1.270246,0.0001287856,97.44148,99.88718,

4,7,13,10,2.35482,3.569765,0.0003042009,0.01951792,0.001059822,0.0002018613,0.2081289,0.005973262,45.76332,37.35111,

4,8,10,12,2.327252,0.002934849,0.004382029,0.378772,0.01893569,0.003781937,0.2165558,0.1586349,2.477571,0.1149005,

4,9,12,6,2.380426,0.7335032,0.0008427115,0.05058366,0.001636684,0.000421613,0.2978191,0.01336059,35.45656,11.35168,

4,10,6,0,2.297415,0.3201188,0.00897032,0.1859599,0.0008525125,0.0007825943,1.672278,0.02697568,26.1225,3.249149,

4,11,0,0,2.35482,8.764822,0.02997429,0.1563798,6.50826E-05,0.0002742067,11.87002,0.008338767,41.69599,39.98831,

4,12,0,8,2.380426,0.007964317,0.0155135,0.5502183,0.005624973,0.003197962,0.8526979,0.13021,5.274343,0.8356332,

4,13,8,12,2.297415,0.005730043,0.008667708,0.4479001,0.009178465,0.003282237,0.4726963,0.1351423,4.686344,0.3253991,

4,14,12,1,2.404318,0.004143655,0.01033695,0.5255069,0.01009458,0.003777467,0.495719,0.1579949,2.603646,0.3532483,

4,15,1,4,2.35482,0.003877128,0.01067718,0.5376619,0.01054899,0.003837793,0.4996647,0.1630201,2.120282,0.3528609,

4,16,4,3,2.35482,0.00293605,0.006496235,0.4538102,0.01568189,0.003971256,0.30203,0.1684778,1.678351,0.1594236,

4,17,3,3,2.35482,0.003316953,0.006070493,0.4281759,0.01483748,0.003802749,0.2959864,0.1589821,2.526446,0.155726,

4,18,3,8,2.380426,99.23643,1.402645E-05,1.197338E-06,7.181016E-06,0.0002891725,0.1947661,0.0001422134,36.3505,99.86889,

4,19,8,7,2.327252,0,0,0,0,0,0,0,0,0,

4,20,7,1,2.35482,0,0,0,0,0,0,0,0,0,

